Nome Carta,Numero Carta,Prezzo,Info Holo,Rarità,Edition,Set
Tropical Beach,BW50,NO DATA YET!,Non-Holo,Promo,Champion Worlds,BW Black Star Promos
Tropical Beach,BW50,NO DATA YET!,Non-Holo,Promo,Finalist Worlds,BW Black Star Promos
Crobat,BW51, 29.00,Holo,Promo,Staff Prerelease,BW Black Star Promos
Crobat,BW51, 7.26,Holo,Promo,Black Star,BW Black Star Promos
Lillipup,BW52, 1.71,Reverse Holo,Promo,Black Star,BW Black Star Promos
Flygon,BW53, 48.05,Holo,Promo,Staff Black Star,BW Black Star Promos
Flygon,BW53, 14.95,Holo,Promo,Black Star,BW Black Star Promos
Pikachu,BW54, 18.93,Non-Holo,Promo,Black Star,BW Black Star Promos
Pikachu,BW54, 17.25,Holo,Promo,Black Star,BW Black Star Promos
Elgyem,BW55, 2.84,Holo,Promo,Black Star,BW Black Star Promos
Empoleon,BW56, 4.31,Holo,Promo,Black Star,BW Black Star Promos
Haxorus,BW57, 6.26,Holo,Promo,Black Star,BW Black Star Promos
Black Kyurem,BW58, 5.50,Holo,Promo,Black Star,BW Black Star Promos
White Kyurem,BW59, 9.02,Holo,Promo,Black Star,BW Black Star Promos
Keldeo,BW60, 4.99,Non-Holo,Promo,Black Star,BW Black Star Promos
Keldeo,BW60, 6.47,Holo,Promo,Black Star,BW Black Star Promos
Keldeo EX,BW61, 1.43,Holo,Promo,Black Star,BW Black Star Promos
Black Kyurem EX,BW62, 3.47,Holo,Promo,Black Star,BW Black Star Promos
White Kyurem EX,BW63, 3.90,Holo,Promo,Black Star,BW Black Star Promos
Drifblim,BW64, 0.99,Holo,Promo,Black Star,BW Black Star Promos
Jigglypuff,BW65, 20.29,Non-Holo,Promo,Black Star,BW Black Star Promos
Ninetales,BW66, 7.72,Holo,Promo,Black Star,BW Black Star Promos
Ampharos,BW67, 8.13,Holo,Promo,Black Star,BW Black Star Promos
Meloetta,BW68, 1.84,Non-Holo,Promo,Black Star,BW Black Star Promos
Meloetta,BW68, 1.84,Holo,Promo,Black Star,BW Black Star Promos
Meloetta,BW69, 1.12,Non-Holo,Promo,Black Star,BW Black Star Promos
Virizion,BW70, 2.35,Holo,Promo,Black Star,BW Black Star Promos
Terrakion,BW71, 2.37,Holo,Promo,Black Star,BW Black Star Promos
Cobalion,BW72, 0.99,Holo,Promo,Black Star,BW Black Star Promos
Darkrai,BW73, 24.34,Holo,Promo,Black Star,BW Black Star Promos
Giratina,BW74, 24.04,Holo,Promo,Black Star,BW Black Star Promos
Metagross,BW75, 30.00,Holo,Promo,Staff Prerelease,BW Black Star Promos
Metagross,BW75, 12.90,Holo,Promo,Black Star,BW Black Star Promos
Electrode,BW76, 3.10,Holo,Promo,Black Star,BW Black Star Promos
Pikachu,BW77,NO DATA YET!,Holo,Promo,Black Star,BW Black Star Promos
Raichu,BW78,NO DATA YET!,Holo,Promo,Black Star,BW Black Star Promos
Landorus,BW79, 38.33,Holo,Promo,Black Star,BW Black Star Promos
Druddigon,BW80, 4.36,Holo,Promo,Black Star,BW Black Star Promos
Thundurus EX,BW81, 2.70,Holo,Promo,Black Star,BW Black Star Promos
Deoxys EX,BW82, 5.41,Holo,Promo,Black Star,BW Black Star Promos
Lugia EX,BW83, 11.13,Holo,Promo,Black Star,BW Black Star Promos
Porygon-Z,BW84, 28.00,Holo,Promo,Staff Prerelease,BW Black Star Promos
Porygon-Z,BW84, 9.95,Holo,Promo,Black Star,BW Black Star Promos
Lucario,BW85, 131,Holo,Promo,Black Star,BW Black Star Promos
Genesect,BW86, 3.25,Holo,Promo,Black Star,BW Black Star Promos
Leafeon,BW87, 17.57,Holo,Promo,Black Star,BW Black Star Promos
Flareon,BW88, 16.10,Holo,Promo,Black Star,BW Black Star Promos
Vaporeon,BW89, 16.87,Holo,Promo,Black Star,BW Black Star Promos
Glaceon,BW90, 16.48,Holo,Promo,Black Star,BW Black Star Promos
Jolteon,BW91, 19.09,Holo,Promo,Black Star,BW Black Star Promos
Espeon,BW92, 21.77,Holo,Promo,Black Star,BW Black Star Promos
Umbreon,BW93, 36.49,Holo,Promo,Black Star,BW Black Star Promos
Eevee,BW94, 39.99,Holo,Promo,Black Star,BW Black Star Promos
Champions Festival,BW95, 433,Non-Holo,Promo,Staff Worlds,BW Black Star Promos
Champions Festival,BW95,NO DATA YET!,Non-Holo,Promo,Top Thirty-Two Worlds Promo,BW Black Star Promos
Champions Festival,BW95,NO DATA YET!,Non-Holo,Promo,Top Sixteen Worlds Promo,BW Black Star Promos
Champions Festival,BW95,NO DATA YET!,Non-Holo,Promo,Quarter-Finalist Worlds Promo,BW Black Star Promos
Champions Festival,BW95,NO DATA YET!,Non-Holo,Promo,Semi-Finalist Worlds Promo,BW Black Star Promos
Champions Festival,BW95, 29.05,Non-Holo,Promo,Worlds Promo,BW Black Star Promos
Champions Festival,BW95,NO DATA YET!,Non-Holo,Promo,Champion Worlds,BW Black Star Promos
Champions Festival,BW95,NO DATA YET!,Non-Holo,Promo,Finalist Worlds,BW Black Star Promos
Tornadus EX,BW96, 31.05,Holo,Promo,Staff Prerelease,BW Black Star Promos
Tornadus EX,BW96, 10.00,Holo,Promo,Black Star,BW Black Star Promos
Eevee,BW97, 118,Holo,Promo,Black Star,BW Black Star Promos
Mew,BW98, 54.68,Holo,Promo,Black Star,BW Black Star Promos
Genesect,BW99, 4.06,Holo,Promo,Black Star,BW Black Star Promos
N,BW100, 1.92,Non-Holo,Promo,Black Star,BW Black Star Promos
N,BW100, 3.00,Reverse Holo,Promo,League Promo,BW Black Star Promos
Genesect,BW101,NO DATA YET!,Holo,Promo,Black Star,BW Black Star Promos
Blaine's Moltres,1/132, 128,Holo,Rare Holo,1st Edition,Gym Heroes
Blaine's Moltres,1/132, 56.77,Holo,Rare Holo,Unlimited,Gym Heroes
Brock's Rhydon,2/132, 98.07,Holo,Rare Holo,1st Edition,Gym Heroes
Brock's Rhydon,2/132, 18.00,Holo,Rare Holo,Unlimited,Gym Heroes
Erika's Clefable,3/132, 47.15,Holo,Rare Holo,1st Edition,Gym Heroes
Erika's Clefable,3/132, 17.22,Holo,Rare Holo,Unlimited,Gym Heroes
Erika's Dragonair,4/132, 67.35,Holo,Rare Holo,1st Edition,Gym Heroes
Erika's Dragonair,4/132, 41.55,Holo,Rare Holo,Unlimited,Gym Heroes
Erika's Vileplume,5/132, 67.02,Holo,Rare Holo,1st Edition,Gym Heroes
Erika's Vileplume,5/132, 16.83,Holo,Rare Holo,Unlimited,Gym Heroes
Lt. Surge's Electabuzz,6/132, 64.05,Holo,Rare Holo,1st Edition,Gym Heroes
Lt. Surge's Electabuzz,6/132, 26.36,Holo,Rare Holo,Unlimited,Gym Heroes
Lt. Surge's Fearow,7/132, 76.00,Holo,Rare Holo,1st Edition,Gym Heroes
Lt. Surge's Fearow,7/132, 31.36,Holo,Rare Holo,Unlimited,Gym Heroes
Lt. Surge's Magneton,8/132, 38.00,Holo,Rare Holo,1st Edition,Gym Heroes
Lt. Surge's Magneton,8/132, 14.11,Holo,Rare Holo,Unlimited,Gym Heroes
Misty's Seadra,9/132, 23.00,Holo,Rare Holo,1st Edition,Gym Heroes
Misty's Seadra,9/132, 10.00,Holo,Promo,Prerelease Stamp,Gym Heroes
Misty's Seadra,9/132, 14.81,Holo,Rare Holo,Unlimited,Gym Heroes
Misty's Tentacruel,10/132, 31.00,Holo,Rare Holo,1st Edition,Gym Heroes
Misty's Tentacruel,10/132, 15.49,Holo,Rare Holo,Unlimited,Gym Heroes
Rocket's Hitmonchan,11/132, 55.02,Holo,Rare Holo,1st Edition,Gym Heroes
Rocket's Hitmonchan,11/132, 29.20,Holo,Rare Holo,Unlimited,Gym Heroes
Rocket's Moltres,12/132, 165,Holo,Rare Holo,1st Edition,Gym Heroes
Rocket's Moltres,12/132, 39.44,Holo,Rare Holo,Unlimited,Gym Heroes
Rocket's Scyther,13/132, 104,Holo,Rare Holo,1st Edition,Gym Heroes
Rocket's Scyther,13/132, 41.03,Holo,Rare Holo,Unlimited,Gym Heroes
Sabrina's Gengar,14/132, 277,Holo,Rare Holo,1st Edition,Gym Heroes
Sabrina's Gengar,14/132, 73.70,Holo,Rare Holo,Unlimited,Gym Heroes
Brock,15/132, 40.05,Holo,Rare Holo,1st Edition,Gym Heroes
Brock,15/132, 23.51,Holo,Rare Holo,Unlimited,Gym Heroes
Erika,16/132, 51.52,Holo,Rare Holo,1st Edition,Gym Heroes
Erika,16/132, 26.96,Holo,Rare Holo,Unlimited,Gym Heroes
Lt. Surge,17/132, 39.52,Holo,Rare Holo,1st Edition,Gym Heroes
Lt. Surge,17/132, 23.05,Holo,Rare Holo,Unlimited,Gym Heroes
Misty,18/132, 38.02,Holo,Rare Holo,1st Edition,Gym Heroes
Misty,18/132, 24.37,Holo,Rare Holo,Unlimited,Gym Heroes
The Rocket's Trap,19/132, 19.02,Holo,Rare Holo,1st Edition,Gym Heroes
The Rocket's Trap,19/132, 15.78,Holo,Rare Holo,Unlimited,Gym Heroes
Brock's Golem,20/132, 16.78,Non-Holo,Rare,1st Edition,Gym Heroes
Brock's Golem,20/132, 8.29,Non-Holo,Rare,Unlimited,Gym Heroes
Brock's Onix,21/132, 7.79,Non-Holo,Rare,1st Edition,Gym Heroes
Brock's Onix,21/132, 7.12,Non-Holo,Rare,Unlimited,Gym Heroes
Brock's Rhyhorn,22/132, 16.03,Non-Holo,Rare,1st Edition,Gym Heroes
Brock's Rhyhorn,22/132, 7.20,Non-Holo,Rare,Unlimited,Gym Heroes
Brock's Sandslash,23/132, 6.22,Non-Holo,Rare,1st Edition,Gym Heroes
Brock's Sandslash,23/132, 8.48,Non-Holo,Rare,Unlimited,Gym Heroes
Brock's Zubat,24/132, 8.95,Non-Holo,Rare,1st Edition,Gym Heroes
Brock's Zubat,24/132, 7.13,Non-Holo,Rare,Unlimited,Gym Heroes
Erika's Clefairy,25/132, 10.06,Non-Holo,Rare,1st Edition,Gym Heroes
Erika's Clefairy,25/132, 6.65,Non-Holo,Rare,Unlimited,Gym Heroes
Erika's Victreebel,26/132, 13.51,Non-Holo,Rare,1st Edition,Gym Heroes
Erika's Victreebel,26/132, 9.95,Non-Holo,Rare,Unlimited,Gym Heroes
Lt. Surge's Electabuzz,27/132, 8.10,Non-Holo,Rare,1st Edition,Gym Heroes
Lt. Surge's Electabuzz,27/132, 7.32,Non-Holo,Rare,Unlimited,Gym Heroes
Lt. Surge's Raichu,28/132, 27.36,Non-Holo,Rare,1st Edition,Gym Heroes
Lt. Surge's Raichu,28/132, 11.34,Non-Holo,Rare,Unlimited,Gym Heroes
Misty's Cloyster,29/132, 11.16,Non-Holo,Rare,1st Edition,Gym Heroes
Misty's Cloyster,29/132, 9.24,Non-Holo,Rare,Unlimited,Gym Heroes
Misty's Goldeen,30/132, 7.28,Non-Holo,Rare,1st Edition,Gym Heroes
Misty's Goldeen,30/132, 6.43,Non-Holo,Rare,Unlimited,Gym Heroes
Misty's Poliwrath,31/132, 31.05,Non-Holo,Rare,1st Edition,Gym Heroes
Misty's Poliwrath,31/132, 14.02,Non-Holo,Rare,Unlimited,Gym Heroes
Misty's Tentacool,32/132, 9.03,Non-Holo,Rare,1st Edition,Gym Heroes
Misty's Tentacool,32/132, 8.53,Non-Holo,Rare,Unlimited,Gym Heroes
Rocket's Snorlax,33/132, 35.37,Non-Holo,Rare,1st Edition,Gym Heroes
Rocket's Snorlax,33/132, 16.43,Non-Holo,Rare,Unlimited,Gym Heroes
Sabrina's Venomoth,34/132, 5.60,Non-Holo,Rare,1st Edition,Gym Heroes
Sabrina's Venomoth,34/132, 5.39,Non-Holo,Rare,Unlimited,Gym Heroes
Blaine's Growlithe,35/132, 5.35,Non-Holo,Uncommon,1st Edition,Gym Heroes
Blaine's Growlithe,35/132, 3.62,Non-Holo,Uncommon,Unlimited,Gym Heroes
Blaine's Kangaskhan,36/132, 6.78,Non-Holo,Uncommon,1st Edition,Gym Heroes
Blaine's Kangaskhan,36/132, 3.35,Non-Holo,Uncommon,Unlimited,Gym Heroes
Blaine's Magmar,37/132, 6.92,Non-Holo,Uncommon,1st Edition,Gym Heroes
Blaine's Magmar,37/132, 3.42,Non-Holo,Uncommon,Unlimited,Gym Heroes
Brock's Geodude,38/132, 5.35,Non-Holo,Uncommon,1st Edition,Gym Heroes
Brock's Geodude,38/132, 1.98,Non-Holo,Uncommon,Unlimited,Gym Heroes
Brock's Golbat,39/132, 4.57,Non-Holo,Uncommon,1st Edition,Gym Heroes
Brock's Golbat,39/132, 1.94,Non-Holo,Uncommon,Unlimited,Gym Heroes
Brock's Graveler,40/132, 4.22,Non-Holo,Uncommon,1st Edition,Gym Heroes
Brock's Graveler,40/132, 1.68,Non-Holo,Uncommon,Unlimited,Gym Heroes
Brock's Lickitung,41/132, 6.13,Non-Holo,Uncommon,1st Edition,Gym Heroes
Brock's Lickitung,41/132, 3.05,Non-Holo,Uncommon,Unlimited,Gym Heroes
Erika's Dratini,42/132, 7.49,Non-Holo,Uncommon,1st Edition,Gym Heroes
Erika's Dratini,42/132, 1.55,Non-Holo,Uncommon,Unlimited,Gym Heroes
Erika's Exeggcute,43/132, 4.78,Non-Holo,Uncommon,1st Edition,Gym Heroes
Erika's Exeggcute,43/132, 0.86,Non-Holo,Uncommon,Unlimited,Gym Heroes
Erika's Exeggutor,44/132, 4.97,Non-Holo,Uncommon,1st Edition,Gym Heroes
Erika's Exeggutor,44/132, 1.94,Non-Holo,Uncommon,Unlimited,Gym Heroes
Erika's Gloom,45/132, 4.87,Non-Holo,Uncommon,1st Edition,Gym Heroes
Erika's Gloom,45/132, 1.42,Non-Holo,Uncommon,Unlimited,Gym Heroes
Erika's Gloom,46/132, 6.84,Non-Holo,Uncommon,1st Edition,Gym Heroes
Erika's Gloom,46/132, 3.00,Non-Holo,Uncommon,Unlimited,Gym Heroes
Erika's Oddish,47/132, 4.76,Non-Holo,Uncommon,1st Edition,Gym Heroes
Erika's Oddish,47/132, 1.49,Non-Holo,Uncommon,Unlimited,Gym Heroes
Erika's Weepinbell,48/132, 5.35,Non-Holo,Uncommon,1st Edition,Gym Heroes
Erika's Weepinbell,48/132, 2.44,Non-Holo,Uncommon,Unlimited,Gym Heroes
Erika's Weepinbell,49/132, 3.82,Non-Holo,Uncommon,1st Edition,Gym Heroes
Erika's Weepinbell,49/132, 1.02,Non-Holo,Uncommon,Unlimited,Gym Heroes
Lt. Surge's Magnemite,50/132, 3.89,Non-Holo,Uncommon,1st Edition,Gym Heroes
Lt. Surge's Magnemite,50/132, 2.20,Non-Holo,Uncommon,Unlimited,Gym Heroes
Lt. Surge's Raticate,51/132, 1.03,Non-Holo,Uncommon,1st Edition,Gym Heroes
Lt. Surge's Raticate,51/132, 1.33,Non-Holo,Uncommon,Unlimited,Gym Heroes
Lt. Surge's Spearow,52/132, 2.95,Non-Holo,Uncommon,1st Edition,Gym Heroes
Lt. Surge's Spearow,52/132, 0.78,Non-Holo,Uncommon,Unlimited,Gym Heroes
Misty's Poliwhirl,53/132, 4.17,Non-Holo,Uncommon,1st Edition,Gym Heroes
Misty's Poliwhirl,53/132, 2.87,Non-Holo,Uncommon,Unlimited,Gym Heroes
Misty's Psyduck,54/132, 5.77,Non-Holo,Uncommon,1st Edition,Gym Heroes
Misty's Psyduck,54/132, 50.36,Non-Holo,Promo,W Promo,Gym Heroes
Misty's Psyduck,54/132, 2.04,Non-Holo,Uncommon,Unlimited,Gym Heroes
Misty's Seaking,55/132, 4.41,Non-Holo,Uncommon,1st Edition,Gym Heroes
Misty's Seaking,55/132, 2.05,Non-Holo,Uncommon,Unlimited,Gym Heroes
Misty's Starmie,56/132, 5.75,Non-Holo,Uncommon,1st Edition,Gym Heroes
Misty's Starmie,56/132, 3.82,Non-Holo,Uncommon,Unlimited,Gym Heroes
Misty's Tentacool,57/132, 5.02,Non-Holo,Uncommon,1st Edition,Gym Heroes
Misty's Tentacool,57/132, 1.27,Non-Holo,Uncommon,Unlimited,Gym Heroes
Sabrina's Haunter,58/132, 8.50,Non-Holo,Uncommon,1st Edition,Gym Heroes
Sabrina's Haunter,58/132, 5.41,Non-Holo,Uncommon,Unlimited,Gym Heroes
Sabrina's Jynx,59/132, 5.75,Non-Holo,Uncommon,1st Edition,Gym Heroes
Sabrina's Jynx,59/132, 9.00,Non-Holo,Uncommon,Unlimited,Gym Heroes
Sabrina's Slowbro,60/132, 5.64,Non-Holo,Uncommon,1st Edition,Gym Heroes
Sabrina's Slowbro,60/132, 2.30,Non-Holo,Uncommon,Unlimited,Gym Heroes
Blaine's Charmander,61/132, 9.04,Non-Holo,Common,1st Edition,Gym Heroes
Blaine's Charmander,61/132, 2.20,Non-Holo,Common,Unlimited,Gym Heroes
Blaine's Growlithe,62/132, 5.44,Non-Holo,Common,1st Edition,Gym Heroes
Blaine's Growlithe,62/132, 1.28,Non-Holo,Common,Unlimited,Gym Heroes
Blaine's Ponyta,63/132, 3.44,Non-Holo,Common,1st Edition,Gym Heroes
Blaine's Ponyta,63/132, 1.35,Non-Holo,Common,Unlimited,Gym Heroes
Blaine's Tauros,64/132, 3.49,Non-Holo,Common,1st Edition,Gym Heroes
Blaine's Tauros,64/132, 1.19,Non-Holo,Common,Unlimited,Gym Heroes
Blaine's Vulpix,65/132, 4.21,Non-Holo,Common,1st Edition,Gym Heroes
Blaine's Vulpix,65/132, 1.44,Non-Holo,Common,Unlimited,Gym Heroes
Brock's Geodude,66/132, 2.76,Non-Holo,Common,1st Edition,Gym Heroes
Brock's Geodude,66/132, 1.12,Non-Holo,Common,Unlimited,Gym Heroes
Brock's Mankey,67/132, 2.54,Non-Holo,Common,1st Edition,Gym Heroes
Brock's Mankey,67/132, 1.22,Non-Holo,Common,Unlimited,Gym Heroes
Brock's Mankey,68/132, 2.93,Non-Holo,Common,1st Edition,Gym Heroes
Brock's Mankey,68/132, 3.12,Non-Holo,Common,Unlimited,Gym Heroes
Brock's Onix,69/132, 5.33,Non-Holo,Common,1st Edition,Gym Heroes
Brock's Onix,69/132, 1.76,Non-Holo,Common,Unlimited,Gym Heroes
Brock's Rhyhorn,70/132, 2.60,Non-Holo,Common,1st Edition,Gym Heroes
Brock's Rhyhorn,70/132, 0.94,Non-Holo,Common,Unlimited,Gym Heroes
Brock's Sandshrew,71/132, 3.06,Non-Holo,Common,1st Edition,Gym Heroes
Brock's Sandshrew,71/132, 0.84,Non-Holo,Common,Unlimited,Gym Heroes
Brock's Sandshrew,72/132, 3.99,Non-Holo,Common,1st Edition,Gym Heroes
Brock's Sandshrew,72/132, 0.94,Non-Holo,Common,Unlimited,Gym Heroes
Brock's Vulpix,73/132, 4.19,Non-Holo,Common,1st Edition,Gym Heroes
Brock's Vulpix,73/132, 1.38,Non-Holo,Common,Unlimited,Gym Heroes
Brock's Zubat,74/132, 2.04,Non-Holo,Common,1st Edition,Gym Heroes
Brock's Zubat,74/132, 0.91,Non-Holo,Common,Unlimited,Gym Heroes
Erika's Bellsprout,75/132, 2.94,Non-Holo,Common,1st Edition,Gym Heroes
Erika's Bellsprout,75/132, 1.43,Non-Holo,Common,Unlimited,Gym Heroes
Erika's Bellsprout,76/132, 3.00,Non-Holo,Common,1st Edition,Gym Heroes
Erika's Bellsprout,76/132, 0.93,Non-Holo,Common,Unlimited,Gym Heroes
Erika's Exeggcute,77/132, 2.86,Non-Holo,Common,1st Edition,Gym Heroes
Erika's Exeggcute,77/132, 0.92,Non-Holo,Common,Unlimited,Gym Heroes
Erika's Oddish,78/132, 3.01,Non-Holo,Common,1st Edition,Gym Heroes
Erika's Oddish,78/132, 0.71,Non-Holo,Common,Unlimited,Gym Heroes
Erika's Tangela,79/132, 2.96,Non-Holo,Common,1st Edition,Gym Heroes
Erika's Tangela,79/132, 0.92,Non-Holo,Common,Unlimited,Gym Heroes
Lt. Surge's Magnemite,80/132, 2.62,Non-Holo,Common,1st Edition,Gym Heroes
Lt. Surge's Magnemite,80/132, 1.07,Non-Holo,Common,Unlimited,Gym Heroes
Lt. Surge's Pikachu,81/132, 14.50,Non-Holo,Common,1st Edition,Gym Heroes
Lt. Surge's Pikachu,81/132, 2.44,Non-Holo,Common,Unlimited,Gym Heroes
Lt. Surge's Rattata,82/132, 1.69,Non-Holo,Common,1st Edition,Gym Heroes
Lt. Surge's Rattata,82/132, 1.01,Non-Holo,Common,Unlimited,Gym Heroes
Lt. Surge's Spearow,83/132, 1.54,Non-Holo,Common,1st Edition,Gym Heroes
Lt. Surge's Spearow,83/132, 1.03,Non-Holo,Common,Unlimited,Gym Heroes
Lt. Surge's Voltorb,84/132, 1.77,Non-Holo,Common,1st Edition,Gym Heroes
Lt. Surge's Voltorb,84/132, 0.87,Non-Holo,Common,Unlimited,Gym Heroes
Misty's Goldeen,85/132, 1.94,Non-Holo,Common,1st Edition,Gym Heroes
Misty's Goldeen,85/132, 0.95,Non-Holo,Common,Unlimited,Gym Heroes
Misty's Horsea,86/132, 3.05,Non-Holo,Common,1st Edition,Gym Heroes
Misty's Horsea,86/132, 1.12,Non-Holo,Common,Unlimited,Gym Heroes
Misty's Poliwag,87/132, 4.07,Non-Holo,Common,1st Edition,Gym Heroes
Misty's Poliwag,87/132, 0.87,Non-Holo,Common,Unlimited,Gym Heroes
Misty's Seel,88/132, 2.87,Non-Holo,Common,1st Edition,Gym Heroes
Misty's Seel,88/132, 0.96,Non-Holo,Common,Unlimited,Gym Heroes
Misty's Shellder,89/132, 1.95,Non-Holo,Common,1st Edition,Gym Heroes
Misty's Shellder,89/132, 0.91,Non-Holo,Common,Unlimited,Gym Heroes
Misty's Staryu,90/132, 2.65,Non-Holo,Common,1st Edition,Gym Heroes
Misty's Staryu,90/132, 1.27,Non-Holo,Common,Unlimited,Gym Heroes
Sabrina's Abra,91/132, 2.76,Non-Holo,Common,1st Edition,Gym Heroes
Sabrina's Abra,91/132, 0.89,Non-Holo,Common,Unlimited,Gym Heroes
Sabrina's Drowzee,92/132, 2.40,Non-Holo,Common,1st Edition,Gym Heroes
Sabrina's Drowzee,92/132, 0.97,Non-Holo,Common,Unlimited,Gym Heroes
Sabrina's Gastly,93/132, 4.68,Non-Holo,Common,1st Edition,Gym Heroes
Sabrina's Gastly,93/132, 0.99,Non-Holo,Common,Unlimited,Gym Heroes
Sabrina's Mr. Mime,94/132, 4.33,Non-Holo,Common,1st Edition,Gym Heroes
Sabrina's Mr. Mime,94/132, 1.41,Non-Holo,Common,Unlimited,Gym Heroes
Sabrina's Slowpoke,95/132, 3.22,Non-Holo,Common,1st Edition,Gym Heroes
Sabrina's Slowpoke,95/132, 1.28,Non-Holo,Common,Unlimited,Gym Heroes
Sabrina's Venonat,96/132, 3.15,Non-Holo,Common,1st Edition,Gym Heroes
Sabrina's Venonat,96/132, 1.10,Non-Holo,Common,Unlimited,Gym Heroes
Blaine's Quiz #1,97/132, 9.55,Non-Holo,Rare,1st Edition,Gym Heroes
Blaine's Quiz #1,97/132, 6.03,Non-Holo,Rare,Unlimited,Gym Heroes
Brock,98/132, 5.60,Non-Holo,Rare,1st Edition,Gym Heroes
Brock,98/132, 4.63,Non-Holo,Rare,Unlimited,Gym Heroes
Charity,99/132, 10.02,Non-Holo,Rare,1st Edition,Gym Heroes
Charity,99/132, 7.25,Non-Holo,Rare,Unlimited,Gym Heroes
Erika,100/132, 10.04,Non-Holo,Rare,1st Edition,Gym Heroes
Erika,100/132, 4.09,Non-Holo,Rare,Unlimited,Gym Heroes
Lt. Surge,101/132, 10.98,Non-Holo,Rare,1st Edition,Gym Heroes
Lt. Surge,101/132, 5.96,Non-Holo,Rare,Unlimited,Gym Heroes
Misty,102/132, 11.72,Non-Holo,Rare,1st Edition,Gym Heroes
Misty,102/132, 4.70,Non-Holo,Rare,Unlimited,Gym Heroes
No Removal Gym,103/132, 11.46,Non-Holo,Rare,1st Edition,Gym Heroes
No Removal Gym,103/132, 5.20,Non-Holo,Rare,Unlimited,Gym Heroes
The Rocket's Training Gym,104/132, 10.60,Non-Holo,Rare,1st Edition,Gym Heroes
The Rocket's Training Gym,104/132, 8.52,Non-Holo,Rare,Unlimited,Gym Heroes
Blaine's Last Resort,105/132, 4.55,Non-Holo,Uncommon,1st Edition,Gym Heroes
Blaine's Last Resort,105/132, 1.78,Non-Holo,Uncommon,Unlimited,Gym Heroes
Brock's Training Method,106/132, 2.00,Non-Holo,Uncommon,1st Edition,Gym Heroes
Brock's Training Method,106/132, 0.88,Non-Holo,Uncommon,Unlimited,Gym Heroes
Celadon City Gym,107/132, 3.10,Non-Holo,Uncommon,1st Edition,Gym Heroes
Celadon City Gym,107/132, 1.39,Non-Holo,Uncommon,Unlimited,Gym Heroes
Cerulean City Gym,108/132, 3.47,Non-Holo,Uncommon,1st Edition,Gym Heroes
Cerulean City Gym,108/132, 0.99,Non-Holo,Uncommon,Unlimited,Gym Heroes
Erika's Maids,109/132, 3.81,Non-Holo,Uncommon,1st Edition,Gym Heroes
Erika's Maids,109/132, 1.60,Non-Holo,Uncommon,Unlimited,Gym Heroes
Erika's Perfume,110/132, 3.60,Non-Holo,Uncommon,1st Edition,Gym Heroes
Erika's Perfume,110/132, 1.56,Non-Holo,Uncommon,Unlimited,Gym Heroes
Good Manners,111/132, 6.88,Non-Holo,Uncommon,1st Edition,Gym Heroes
Good Manners,111/132, 3.02,Non-Holo,Uncommon,Unlimited,Gym Heroes
Lt. Surge's Treaty,112/132, 3.24,Non-Holo,Uncommon,1st Edition,Gym Heroes
Lt. Surge's Treaty,112/132, 1.65,Non-Holo,Uncommon,Unlimited,Gym Heroes
Minion of Team Rocket,113/132, 7.04,Non-Holo,Uncommon,1st Edition,Gym Heroes
Minion of Team Rocket,113/132, 6.53,Non-Holo,Uncommon,Unlimited,Gym Heroes
Misty's Wrath,114/132, 5.08,Non-Holo,Uncommon,1st Edition,Gym Heroes
Misty's Wrath,114/132, 3.01,Non-Holo,Uncommon,Unlimited,Gym Heroes
Pewter City Gym,115/132, 2.81,Non-Holo,Uncommon,1st Edition,Gym Heroes
Pewter City Gym,115/132, 1.62,Non-Holo,Uncommon,Unlimited,Gym Heroes
Recall,116/132, 6.80,Non-Holo,Uncommon,1st Edition,Gym Heroes
Recall,116/132, 5.30,Non-Holo,Uncommon,Unlimited,Gym Heroes
Sabrina's ESP,117/132, 5.71,Non-Holo,Uncommon,1st Edition,Gym Heroes
Sabrina's ESP,117/132, 2.28,Non-Holo,Uncommon,Unlimited,Gym Heroes
Secret Mission,118/132, 3.97,Non-Holo,Uncommon,1st Edition,Gym Heroes
Secret Mission,118/132, 1.45,Non-Holo,Uncommon,Unlimited,Gym Heroes
Tickling Machine,119/132, 6.70,Non-Holo,Uncommon,1st Edition,Gym Heroes
Tickling Machine,119/132, 1.85,Non-Holo,Uncommon,Unlimited,Gym Heroes
Vermilion City Gym,120/132, 5.40,Non-Holo,Uncommon,1st Edition,Gym Heroes
Vermilion City Gym,120/132, 1.85,Non-Holo,Uncommon,Unlimited,Gym Heroes
Blaine's Gamble,121/132, 3.26,Non-Holo,Common,1st Edition,Gym Heroes
Blaine's Gamble,121/132, 0.84,Non-Holo,Common,Unlimited,Gym Heroes
Energy Flow,122/132, 1.91,Non-Holo,Common,1st Edition,Gym Heroes
Energy Flow,122/132, 0.71,Non-Holo,Common,Unlimited,Gym Heroes
Misty's Duel,123/132, 4.19,Non-Holo,Common,1st Edition,Gym Heroes
Misty's Duel,123/132, 1.47,Non-Holo,Common,Unlimited,Gym Heroes
Narrow Gym,124/132, 3.45,Non-Holo,Common,1st Edition,Gym Heroes
Narrow Gym,124/132, 0.31,Non-Holo,Common,Unlimited,Gym Heroes
Sabrina's Gaze,125/132, 2.79,Non-Holo,Common,1st Edition,Gym Heroes
